,report_id,report_channel,customer_name,state_key,ticket_open_time,ticket_resp_time,issue_res_time,fault_type,operator,ticket_close_time,ticket_status,business_status
5176,AXA-20201225-6277-WiFi10,CH03,Cassava,NGS004,2020-12-25 09:55:16,2020-12-25 09:55:16,2020-12-25 09:55:16,Routine Service,Sola,2020-12-25 14:16:34,Completed,Closed
5177,AXA-20201210-6278-MAC,CH03,OneTres,NGS004,2020-12-10 11:26:46,2020-12-10 11:26:46,2020-12-10 11:26:46,Customers End,Sherifat,2020-12-10 17:07:40,Completed,Closed
5178,AXA-20201217-6279-WLESS,CH02,OneTres,NGS032,2020-12-17 12:33:09,2020-12-17 12:33:09,2020-12-17 12:33:09,Customers End,Tunde,2020-12-17 17:21:03,Completed,Closed
5179,AXA-20201214-6280-C100,CH03,ShopLite,NGS033,2020-12-14 11:41:44,2020-12-14 11:41:44,2020-12-14 11:41:44,Customers End,Kola,2020-12-14 14:55:06,Completed,Closed
5180,AXA-20201207-6281-WiFi11,CH02,BetSan,NGS020,2020-12-07 11:18:56,2020-12-07 11:18:56,2020-12-07 11:18:56,Routine Service,Ore,2020-12-07 15:07:28,Completed,Closed
5181,AXA-20201221-6282-MAC,CH02,BetSan,NGS003,2020-12-21 13:59:46,2020-12-21 13:59:46,2020-12-21 13:59:46,Customers End,Sola,2020-12-21 18:19:57,Completed,Closed
5182,AXA-20201220-6283-WLESS,CH02,BetSan,NGS011,2020-12-20 08:38:21,2020-12-20 08:38:21,2020-12-20 08:38:21,Customers End,Amelia,2020-12-20 12:32:10,Completed,Closed
5183,AXA-20201203-6284-HSE,CH01,Genesis,NGS033,2020-12-03 10:50:41,2020-12-03 10:50:41,2020-12-03 10:50:41,Customers End,Sekina,2020-12-03 15:30:53,Completed,Closed
5184,AXA-20201219-6285-WiFi5,CH05,ShopLite,NGS034,2020-12-19 13:34:11,2020-12-19 13:34:11,2020-12-19 13:34:11,Customers End,Myers,2020-12-19 17:20:42,Completed,Closed
5185,AXA-20201223-6286-WiFi11,CH02,ShopLite,NGS029,2020-12-23 14:50:10,2020-12-23 14:50:10,2020-12-23 14:50:10,Customers End,Kola,2020-12-23 19:27:31,Completed,Closed
5186,AXA-20201207-6287-MAC,CH05,Transnational,NGS007,2020-12-07 10:40:52,2020-12-07 10:40:52,2020-12-07 10:40:52,Customers End,Habeeb,2020-12-07 14:26:28,Completed,Closed
5188,AXA-20201227-6289-WiFi6,CH05,Mikano,NGS002,2020-12-27 14:49:55,2020-12-27 14:49:55,2020-12-27 14:49:55,Routine Service,Myers,2020-12-27 18:28:28,Completed,Closed
5189,AXA-20201212-6290-EVOICE,CH06,Transnational,NGS019,2020-12-12 09:48:49,2020-12-12 09:48:49,2020-12-12 09:48:49,Line damage,Vitus,2020-12-12 13:16:27,Completed,Closed
5190,AXA-20201204-6291-WiFi6,CH04,Lemway,NGS015,2020-12-04 10:47:24,2020-12-04 10:47:24,2020-12-04 10:47:24,Line damage,Brenda,2020-12-04 16:00:17,Completed,Closed
5191,AXA-20201227-6292-WiFi8,CH03,TwinsDeck,NGS002,2020-12-27 12:48:03,2020-12-27 12:48:03,2020-12-27 12:48:03,Customers End,Habeeb,2020-12-27 16:36:38,Completed,Closed
5192,AXA-20201218-6293-WiFi8,CH04,Ultimate,NGS001,2020-12-18 14:23:16,2020-12-18 14:23:16,2020-12-18 14:23:16,Customers End,Sherifat,2020-12-18 18:49:34,Completed,Closed
5193,AXA-20201222-6294-WLESS,CH04,Zercom,NGS029,2020-12-22 15:58:06,2020-12-22 15:58:06,2020-12-22 15:58:06,Customers End,Segun,2020-12-22 20:20:17,Completed,Closed
5195,AXA-20201221-6296-ICS,CH01,ShopLite,NGS010,2020-12-21 10:03:31,2020-12-21 10:03:31,2020-12-21 10:03:31,Customers End,Tunde,2020-12-21 14:33:07,Completed,Closed
5196,AXA-20201225-6297-WiFi11,CH04,Cassava,NGS007,2020-12-25 09:59:50,2020-12-25 09:59:50,2020-12-25 09:59:50,Customers End,Kola,2020-12-25 13:29:45,Completed,Closed
5197,AXA-20201207-6298-WLESS,CH05,ShopLite,NGS032,2020-12-07 08:19:14,2020-12-07 08:19:14,2020-12-07 08:19:14,Line damage,Tunde,2020-12-07 11:49:41,Completed,Closed
5198,AXA-20201228-6299-WiFi8,CH02,BetSan,NGS019,2020-12-28 08:16:45,2020-12-28 08:16:45,2020-12-28 08:16:45,Routine Service,John,2020-12-28 13:49:27,Completed,Closed
5199,AXA-20201222-6300-HSE,CH05,Ezcom,NGS002,2020-12-22 15:43:09,2020-12-22 15:43:09,2020-12-22 15:43:09,Customers End,John,2020-12-22 21:10:41,Completed,Closed
5200,AXA-20201218-6301-HSE,CH01,BetSan,NGS028,2020-12-18 11:18:24,2020-12-18 11:18:24,2020-12-18 11:18:24,Line damage,John,2020-12-18 14:39:51,Completed,Closed
5201,AXA-20201213-6302-WiFi8,CH01,BetSan,NGS025,2020-12-13 11:18:26,2020-12-13 11:18:26,2020-12-13 11:18:26,Routine Service,Goodluck,2020-12-13 17:10:44,Completed,Closed
5202,AXA-20201224-6303-WiFi5,CH05,Sahad,NGS023,2020-12-24 09:05:00,2020-12-24 09:05:00,2020-12-24 09:05:00,Customers End,John,2020-12-24 13:33:40,Completed,Closed
5203,AXA-20201205-6304-MAC,CH02,Comvicong,NGS031,2020-12-05 10:07:48,2020-12-05 10:07:48,2020-12-05 10:07:48,Line damage,John,2020-12-05 13:38:18,Completed,Closed
5204,AXA-20201224-6305-MCON,CH06,Gmicord,NGS028,2020-12-24 14:31:36,2020-12-24 14:31:36,2020-12-24 14:31:36,Line damage,Amelia,2020-12-24 17:52:32,Completed,Closed
5205,AXA-20201214-6306-WiFi9,CH03,Sahad,NGS027,2020-12-14 11:46:31,2020-12-14 11:46:31,2020-12-14 11:46:31,Customers End,Atiku,2020-12-14 17:07:46,Completed,Closed
5208,AXA-20201221-6309-C100,CH02,BetSan,NGS028,2020-12-21 14:58:21,2020-12-21 14:58:21,2020-12-21 14:58:21,Line damage,Paul,2020-12-21 18:28:44,Completed,Closed
5209,AXA-20201226-6310-VOICE,CH05,BetSan,NGS007,2020-12-26 15:58:14,2020-12-26 15:58:14,2020-12-26 15:58:14,Customers End,Kingsley,2020-12-26 21:47:10,Completed,Closed
5210,AXA-20201205-6311-EVOICE,CH04,Microchips,NGS003,2020-12-05 09:37:17,2020-12-05 09:37:17,2020-12-05 09:37:17,Customers End,Myers,2020-12-05 13:15:41,Completed,Closed
5211,AXA-20201210-6312-C100,CH02,BetSan,NGS003,2020-12-10 09:51:31,2020-12-10 09:51:31,2020-12-10 09:51:31,Customers End,Kingsley,2020-12-10 13:30:13,Completed,Closed
5212,AXA-20201210-6313-WiFi10,CH05,Union,NGS024,2020-12-10 13:35:18,2020-12-10 13:35:18,2020-12-10 13:35:18,Customers End,Bola,2020-12-10 18:10:42,Completed,Closed
5213,AXA-20201203-6314-WiFi10,CH02,Jotna,NGS001,2020-12-03 09:52:18,2020-12-03 09:52:18,2020-12-03 09:52:18,Routine Service,Sherifat,2020-12-03 13:16:12,Completed,Closed
5214,AXA-20201221-6315-WiFi5,CH03,CCD,NGS010,2020-12-21 14:29:17,2020-12-21 14:29:17,2020-12-21 14:29:17,Support network failures,Myers,2020-12-21 19:56:03,Completed,Closed
5215,AXA-20201209-6316-HSE,CH02,Mivo,NGS015,2020-12-09 15:50:27,2020-12-09 15:50:27,2020-12-09 15:50:27,Customers End,Paul,2020-12-09 19:30:12,Completed,Closed
5216,AXA-20201203-6317-WLESS,CH03,Lemway,NGS012,2020-12-03 08:31:29,2020-12-03 08:31:29,2020-12-03 08:31:29,Line damage,Sekina,2020-12-03 14:05:15,Completed,Closed
5217,AXA-20201209-6318-WiFi9,CH06,Dan,NGS005,2020-12-09 08:09:36,2020-12-09 08:09:36,2020-12-09 08:09:36,Line damage,Kingsley,2020-12-09 11:49:25,Completed,Closed
5219,AXA-20201219-6320-CBS,CH04,Transnational,NGS004,2020-12-19 13:44:18,2020-12-19 13:44:18,2020-12-19 13:44:18,Line damage,Habeeb,2020-12-19 17:36:05,Completed,Closed
5220,AXA-20201225-6321-EVOICE,CH03,BetSan,NGS015,2020-12-25 13:31:17,2020-12-25 13:31:17,2020-12-25 13:31:17,Routine Service,Kingsley,2020-12-25 19:00:11,Completed,Closed
5221,AXA-20201224-6322-ICS,CH01,Jiji,NGS022,2020-12-24 11:55:29,2020-12-24 11:55:29,2020-12-24 11:55:29,Unknown,Atiku,2020-12-24 16:23:18,Completed,Closed
5222,AXA-20201201-6323-WiFi6,CH06,Dang,NGS001,2020-12-01 14:35:32,2020-12-01 14:35:32,2020-12-01 14:35:32,Customers End,Goodluck,2020-12-01 18:57:53,Completed,Closed
5223,AXA-20201213-6324-WLESS,CH01,Transnational,NGS002,2020-12-13 09:13:22,2020-12-13 09:13:22,2020-12-13 09:13:22,Line damage,Sherifat,2020-12-13 14:31:36,Completed,Closed
5224,AXA-20201227-6325-C95,CH03,BetSan,NGS002,2020-12-27 12:12:21,2020-12-27 12:12:21,2020-12-27 12:12:21,Customers End,Sekina,2020-12-27 17:59:32,Completed,Closed
5225,AXA-20201202-6326-EVOICE,CH05,International,NGS029,2020-12-02 09:55:56,2020-12-02 09:55:56,2020-12-02 09:55:56,Customers End,Jonathan,2020-12-02 14:38:19,Completed,Closed
5226,AXA-20201219-6327-WiFi6,CH02,CCD,NGS002,2020-12-19 10:42:31,2020-12-19 10:42:31,2020-12-19 10:42:31,Customers End,Kachi,2020-12-19 16:06:10,Completed,Closed
5227,AXA-20201214-6328-WiFi11,CH01,Jiji,NGS015,2020-12-14 14:14:31,2020-12-14 14:14:31,2020-12-14 14:14:31,Support network failures,Habeeb,2020-12-14 18:42:44,Completed,Closed
5228,AXA-20201222-6329-WiFi8,CH01,MIEC,NGS017,2020-12-22 15:44:53,2020-12-22 15:44:53,2020-12-22 15:44:53,Customers End,Jonathan,2020-12-22 19:32:18,Completed,Closed
5229,AXA-20201213-6330-MCON,CH02,TwinsDeck,NGS034,2020-12-13 12:15:27,2020-12-13 12:15:27,2020-12-13 12:15:27,Customers End,Sherifat,2020-12-13 17:38:53,Completed,Closed
5230,AXA-20201205-6331-HSE,CH03,SupaTram,NGS009,2020-12-05 14:05:44,2020-12-05 14:05:44,2020-12-05 14:05:44,Customers End,Sekina,2020-12-05 18:31:21,Completed,Closed
5231,AXA-20201210-6332-C100,CH03,Transnational,NGS020,2020-12-10 14:17:09,2020-12-10 14:17:09,2020-12-10 14:17:09,Customers End,Mary,2020-12-10 19:31:21,Completed,Closed
5233,AXA-20201216-6334-WiFi11,CH06,ShopLite,NGS018,2020-12-16 09:53:07,2020-12-16 09:53:07,2020-12-16 09:53:07,Unknown,Habeeb,2020-12-16 14:12:48,Completed,Closed
5234,AXA-20201219-6335-HSE,CH05,ShopLite,NGS030,2020-12-19 12:25:28,2020-12-19 12:25:28,2020-12-19 12:25:28,Line damage,Kingsley,2020-12-19 18:20:13,Completed,Closed
5235,AXA-20201211-6336-EVOICE,CH02,Keystone,NGS014,2020-12-11 14:56:14,2020-12-11 14:56:14,2020-12-11 14:56:14,Customers End,Sherifat,2020-12-11 18:20:30,Completed,Closed
5237,AXA-20201208-6338-WiFi8,CH01,Union,NGS012,2020-12-08 08:41:44,2020-12-08 08:41:44,2020-12-08 08:41:44,Customers End,Jennifer,2020-12-08 13:15:08,Completed,Closed
5238,AXA-20201206-6339-MAC,CH05,TwinsDeck,NGS027,2020-12-06 13:01:44,2020-12-06 13:01:44,2020-12-06 13:01:44,hardware failure,Atiku,2020-12-06 18:47:11,Completed,Closed
5239,AXA-20201216-6340-WiFi10,CH02,Sahad,NGS029,2020-12-16 09:36:37,2020-12-16 09:36:37,2020-12-16 09:36:37,Line damage,Bola,2020-12-16 13:09:49,Completed,Closed
5240,AXA-20201224-6341-EVOICE,CH06,ValueNaija,NGS002,2020-12-24 09:29:06,2020-12-24 09:29:06,2020-12-24 09:29:06,Customers End,Popoola,2020-12-24 14:21:17,Completed,Closed
5241,AXA-20201221-6342-WLESS,CH04,Denna,NGS004,2020-12-21 13:50:57,2020-12-21 13:50:57,2020-12-21 13:50:57,Customers End,Myers,2020-12-21 17:34:42,Completed,Closed
5242,AXA-20201202-6343-WiFi8,CH01,ComLas,NGS012,2020-12-02 14:11:41,2020-12-02 14:11:41,2020-12-02 14:11:41,Customers End,Amelia,2020-12-02 18:25:08,Completed,Closed
5243,AXA-20201210-6344-HSE,CH04,ShopLite,NGS009,2020-12-10 13:19:22,2020-12-10 13:19:22,2020-12-10 13:19:22,Line damage,Bola,2020-12-10 17:31:37,Completed,Closed
5244,AXA-20201209-6345-MCON,CH06,ACCNI,NGS003,2020-12-09 15:27:39,2020-12-09 15:27:39,2020-12-09 15:27:39,Customers End,Sola,2020-12-09 19:19:26,Completed,Closed
5245,AXA-20201203-6346-WiFi5,CH03,BetSan,NGS017,2020-12-03 15:47:52,2020-12-03 15:47:52,2020-12-03 15:47:52,Customers End,Sekina,2020-12-03 20:23:32,Completed,Closed
5246,AXA-20201221-6347-VOICE,CH01,Skye,NGS019,2020-12-21 13:22:40,2020-12-21 13:22:40,2020-12-21 13:22:40,Customers End,Bola,2020-12-21 19:02:21,Completed,Closed
5247,AXA-20201201-6348-WiFi10,CH02,Addide,NGS003,2020-12-01 12:14:18,2020-12-01 12:14:18,2020-12-01 12:14:18,Customers End,John,2020-12-01 17:50:42,Completed,Closed
5248,AXA-20201224-6349-MAC,CH04,TwinsDeck,NGS029,2020-12-24 11:55:21,2020-12-24 11:55:21,2020-12-24 11:55:21,Customers End,Bola,2020-12-24 15:14:05,Completed,Closed
5249,AXA-20201220-6350-ICS,CH06,Jacobs,NGS025,2020-12-20 15:16:42,2020-12-20 15:16:42,2020-12-20 15:16:42,Customers End,Myers,2020-12-20 18:49:24,Completed,Closed
5250,AXA-20201221-6351-CBS,CH01,Computek,NGS020,2020-12-21 13:33:43,2020-12-21 13:33:43,2020-12-21 13:33:43,Customers End,Goodluck,2020-12-21 19:15:28,Completed,Closed
5251,AXA-20201210-6352-EVOICE,CH04,Cejex,NGS011,2020-12-10 15:34:41,2020-12-10 15:34:41,2020-12-10 15:34:41,Customers End,Atiku,2020-12-10 21:13:04,Completed,Closed
5252,AXA-20201212-6353-CBS,CH05,Jendor,NGS034,2020-12-12 11:12:52,2020-12-12 11:12:52,2020-12-12 11:12:52,Customers End,Bola,2020-12-12 15:31:32,Completed,Closed
5253,AXA-20201214-6354-WiFi11,CH01,ShopLite,NGS019,2020-12-14 09:18:18,2020-12-14 09:18:18,2020-12-14 09:18:18,Customers End,Amelia,2020-12-14 14:47:33,Completed,Closed
5254,AXA-20201227-6355-WiFi6,CH05,Ultimate,NGS001,2020-12-27 14:40:02,2020-12-27 14:40:02,2020-12-27 14:40:02,Customers End,Fola,2020-12-27 19:11:57,Completed,Closed
5255,AXA-20201205-6356-WiFi10,CH05,WetinLas,NGS003,2020-12-05 13:30:03,2020-12-05 13:30:03,2020-12-05 13:30:03,Customers End,Jonathan,2020-12-05 18:52:25,Completed,Closed
5256,AXA-20201208-6357-WiFi10,CH05,Jacobs,NGS012,2020-12-08 11:40:15,2020-12-08 11:40:15,2020-12-08 11:40:15,Line damage,Bola,2020-12-08 16:13:31,Completed,Closed
5257,AXA-20201207-6358-ICS,CH04,ExcluDive,NGS034,2020-12-07 10:58:17,2020-12-07 10:58:17,2020-12-07 10:58:17,Line damage,Popoola,2020-12-07 14:47:57,Completed,Closed
5258,AXA-20201206-6359-WiFi7,CH06,International,NGS005,2020-12-06 15:52:01,2020-12-06 15:52:01,2020-12-06 15:52:01,Customers End,Bola,2020-12-06 19:34:15,Completed,Closed
5260,AXA-20201222-6361-WLESS,CH05,ShopLite,NGS017,2020-12-22 15:18:00,2020-12-22 15:18:00,2020-12-22 15:18:00,Routine Service,John,2020-12-22 19:56:49,Completed,Closed
5261,AXA-20201219-6362-WLESS,CH01,OneTres,NGS004,2020-12-19 14:07:54,2020-12-19 14:07:54,2020-12-19 14:07:54,Line damage,John,2020-12-19 18:40:40,Completed,Closed
5263,AXA-20201204-6364-WiFi3,CH04,CCD,NGS018,2020-12-04 09:48:48,2020-12-04 09:48:48,2020-12-04 09:48:48,Customers End,John,2020-12-04 13:07:01,Completed,Closed
5264,AXA-20201203-6365-WLESS,CH05,Nabett,NGS006,2020-12-03 08:33:34,2020-12-03 08:33:34,2020-12-03 08:33:34,Routine Service,Sekina,2020-12-03 13:06:51,Completed,Closed
5265,AXA-20201210-6366-WiFi11,CH03,BetSan,NGS010,2020-12-10 11:31:20,2020-12-10 11:31:20,2020-12-10 11:31:20,Customers End,Bukky,2020-12-10 16:57:58,Completed,Closed
5267,AXA-20201223-6368-WiFi8,CH06,BetSan,NGS036,2020-12-23 08:35:30,2020-12-23 08:35:30,2020-12-23 08:35:30,Customers End,John,2020-12-23 14:02:45,Completed,Closed
5268,AXA-20201221-6369-WiFi5,CH03,Berger,NGS035,2020-12-21 10:23:19,2020-12-21 10:23:19,2020-12-21 10:23:19,Customers End,Atiku,2020-12-21 13:48:00,Completed,Closed
5269,AXA-20201204-6370-C95,CH01,Eversharpmaster,NGS002,2020-12-04 08:57:20,2020-12-04 08:57:20,2020-12-04 08:57:20,Line damage,Amelia,2020-12-04 13:28:15,Completed,Closed
5270,AXA-20201228-6371-MAC,CH04,Lemway,NGS014,2020-12-28 12:43:54,2020-12-28 12:43:54,2020-12-28 12:43:54,Customers End,Segun,2020-12-28 16:00:25,Completed,Closed
5271,AXA-20201207-6372-VOICE,CH02,Jacobs,NGS001,2020-12-07 08:15:21,2020-12-07 08:15:21,2020-12-07 08:15:21,Customers End,Bola,2020-12-07 14:04:35,Completed,Closed
5272,AXA-20201205-6373-C100,CH06,ACCNI,NGS020,2020-12-05 08:32:34,2020-12-05 08:32:34,2020-12-05 08:32:34,Customers End,Amelia,2020-12-05 12:25:25,Completed,Closed
5274,AXA-20201226-6375-WLESS,CH05,Jiji,NGS027,2020-12-26 09:08:38,2020-12-26 09:08:38,2020-12-26 09:08:38,Customers End,Sekina,2020-12-26 12:31:13,Completed,Closed
5275,AXA-20201213-6376-WiFi11,CH03,International,NGS013,2020-12-13 09:52:30,2020-12-13 09:52:30,2020-12-13 09:52:30,Customers End,Tunde,2020-12-13 15:40:59,Completed,Closed
5276,AXA-20201203-6377-WLESS,CH06,Union,NGS004,2020-12-03 11:18:06,2020-12-03 11:18:06,2020-12-03 11:18:06,Customers End,Atiku,2020-12-03 15:47:48,Completed,Closed
5277,AXA-20201226-6378-C100,CH05,Computek,NGS007,2020-12-26 09:02:38,2020-12-26 09:02:38,2020-12-26 09:02:38,Customers End,Sekina,2020-12-26 14:40:11,Completed,Closed
5278,AXA-20201221-6379-WiFi8,CH04,BetLife,NGS002,2020-12-21 11:40:51,2020-12-21 11:40:51,2020-12-21 11:40:51,Line damage,Boye,2020-12-21 15:09:12,Completed,Closed
5280,AXA-20201210-6381-WiFi11,CH01,FoodCo,NGS012,2020-12-10 10:28:46,2020-12-10 10:28:46,2020-12-10 10:28:46,Traffic Spikes,Sherifat,2020-12-10 15:21:22,Completed,Closed
5281,AXA-20201212-6382-WiFi7,CH04,International,NGS015,2020-12-12 14:36:27,2020-12-12 14:36:27,2020-12-12 14:36:27,Customers End,Amelia,2020-12-12 18:01:50,Completed,Closed
5282,AXA-20201219-6383-ICS,CH04,Transnational,NGS002,2020-12-19 09:18:30,2020-12-19 09:18:30,2020-12-19 09:18:30,Customers End,Jennifer,2020-12-19 12:45:06,Completed,Closed
5283,AXA-20201212-6384-WiFi11,CH03,Jiji,NGS025,2020-12-12 08:46:49,2020-12-12 08:46:49,2020-12-12 08:46:49,Customers End,Goodluck,2020-12-12 13:27:13,Completed,Closed
5284,AXA-20201205-6385-WiFi6,CH01,BetSan,NGS010,2020-12-05 13:01:25,2020-12-05 13:01:25,2020-12-05 13:01:25,Customers End,Jennifer,2020-12-05 17:15:56,Completed,Closed
5285,AXA-20201211-6386-HSE,CH06,SupaTram,NGS007,2020-12-11 11:14:17,2020-12-11 11:14:17,2020-12-11 11:14:17,Line damage,Sherifat,2020-12-11 15:32:44,Completed,Closed
5286,AXA-20201205-6387-C95,CH04,PrinceLine,NGS011,2020-12-05 14:47:20,2020-12-05 14:47:20,2020-12-05 14:47:20,Unknown,Segun,2020-12-05 20:23:05,Completed,Closed
5287,AXA-20201228-6388-C95,CH04,BetBoss,NGS030,2020-12-28 13:57:22,2020-12-28 13:57:22,2020-12-28 13:57:22,Routine Service,Sherifat,2020-12-28 17:12:06,Completed,Closed
5288,AXA-20201222-6389-WiFi11,CH01,Transnational,NGS028,2020-12-22 15:31:13,2020-12-22 15:31:13,2020-12-22 15:31:13,Line damage,Boye,2020-12-22 19:19:56,Completed,Closed
5289,AXA-20201206-6390-WiFi5,CH06,Denna,NGS025,2020-12-06 11:03:39,2020-12-06 11:03:39,2020-12-06 11:03:39,Customers End,Fola,2020-12-06 16:41:19,Completed,Closed
5290,AXA-20201217-6391-WiFi9,CH01,MIEC,NGS009,2020-12-17 11:10:13,2020-12-17 11:10:13,2020-12-17 11:10:13,Line damage,Atiku,2020-12-17 16:56:41,Completed,Closed
5292,AXA-20201210-6393-WiFi9,CH03,Jara,NGS004,2020-12-10 14:24:55,2020-12-10 14:24:55,2020-12-10 14:24:55,Unknown,Jennifer,2020-12-10 20:02:42,Completed,Closed
5293,AXA-20201205-6394-WiFi11,CH04,Union,NGS009,2020-12-05 12:12:39,2020-12-05 12:12:39,2020-12-05 12:12:39,Customers End,Sekina,2020-12-05 17:45:30,Completed,Closed
5294,AXA-20201214-6395-EVOICE,CH06,Tidel,NGS002,2020-12-14 13:16:25,2020-12-14 13:16:25,2020-12-14 13:16:25,Power Loss,Sherifat,2020-12-14 16:36:04,Completed,Closed
5295,AXA-20201215-6396-CBS,CH04,MIEC,NGS003,2020-12-15 12:31:28,2020-12-15 12:31:28,2020-12-15 12:31:28,Customers End,Bola,2020-12-15 16:12:00,Completed,Closed
5296,AXA-20201209-6397-WiFi9,CH01,SPARD,NGS036,2020-12-09 10:27:32,2020-12-09 10:27:32,2020-12-09 10:27:32,Line damage,Segun,2020-12-09 14:51:57,Completed,Closed
5297,AXA-20201201-6398-WiFi6,CH01,ACCNI,NGS032,2020-12-01 10:31:19,2020-12-01 10:31:19,2020-12-01 10:31:19,Customers End,Goodluck,2020-12-01 16:26:09,Completed,Closed
5298,AXA-20201214-6399-WiFi6,CH02,Union,NGS036,2020-12-14 12:12:02,2020-12-14 12:12:02,2020-12-14 12:12:02,Unknown,Mary,2020-12-14 17:50:31,Completed,Closed
5299,AXA-20201218-6400-C100,CH01,Berger,NGS033,2020-12-18 12:04:23,2020-12-18 12:04:23,2020-12-18 12:04:23,Customers End,Brenda,2020-12-18 15:42:47,Completed,Closed
5300,AXA-20201221-6401-WiFi3,CH01,PrinceLine,NGS003,2020-12-21 13:24:32,2020-12-21 13:24:32,2020-12-21 13:24:32,Line damage,John,2020-12-21 18:02:11,Completed,Closed
5301,AXA-20201224-6402-WiFi4,CH01,Annuri,NGS015,2020-12-24 15:32:16,2020-12-24 15:32:16,2020-12-24 15:32:16,Customers End,Tunde,2020-12-24 19:11:33,Completed,Closed
5302,AXA-20201209-6403-MAC,CH02,Jiji,NGS012,2020-12-09 09:33:51,2020-12-09 09:33:51,2020-12-09 09:33:51,Line damage,Myers,2020-12-09 14:09:19,Completed,Closed
5303,AXA-20201202-6404-C95,CH02,CL,NGS019,2020-12-02 14:00:33,2020-12-02 14:00:33,2020-12-02 14:00:33,Line damage,Sola,2020-12-02 17:52:48,Completed,Closed
5304,AXA-20201202-6405-C100,CH02,Gmicord,NGS007,2020-12-02 15:32:33,2020-12-02 15:32:33,2020-12-02 15:32:33,Customers End,Bola,2020-12-02 21:24:05,Completed,Closed
5305,AXA-20201224-6406-WiFi11,CH05,Cassava,NGS010,2020-12-24 08:42:53,2020-12-24 08:42:53,2020-12-24 08:42:53,Customers End,John,2020-12-24 14:32:25,Completed,Closed
5306,AXA-20201202-6407-HSE,CH05,CCD,NGS002,2020-12-02 15:12:58,2020-12-02 15:12:58,2020-12-02 15:12:58,Customers End,Jennifer,2020-12-02 18:48:24,Completed,Closed
5307,AXA-20201216-6408-MCON,CH01,Ultimate,NGS001,2020-12-16 13:04:32,2020-12-16 13:04:32,2020-12-16 13:04:32,Line damage,Sherifat,2020-12-16 16:32:20,Completed,Closed
5308,AXA-20201201-6409-EVOICE,CH05,MIEC,NGS008,2020-12-01 09:40:22,2020-12-01 09:40:22,2020-12-01 09:40:22,Customers End,Sekina,2020-12-01 12:55:50,Completed,Closed
5310,AXA-20201221-6411-WiFi5,CH05,Lemway,NGS012,2020-12-21 12:52:31,2020-12-21 12:52:31,2020-12-21 12:52:31,Power Loss,John,2020-12-21 16:30:59,Completed,Closed
5311,AXA-20201218-6412-MAC,CH03,Geotextile,NGS006,2020-12-18 10:49:15,2020-12-18 10:49:15,2020-12-18 10:49:15,Customers End,Paul,2020-12-18 16:39:56,Completed,Closed
5312,AXA-20201201-6413-CBS,CH04,SupaTram,NGS014,2020-12-01 15:00:41,2020-12-01 15:00:41,2020-12-01 15:00:41,hardware failure,Sola,2020-12-01 20:29:03,Completed,Closed
5313,AXA-20201218-6414-WiFi7,CH06,WetinLas,NGS028,2020-12-18 09:51:12,2020-12-18 09:51:12,2020-12-18 09:51:12,Line damage,Sherifat,2020-12-18 14:35:32,Completed,Closed
5314,AXA-20201205-6415-WiFi8,CH03,Nabett,NGS005,2020-12-05 15:20:14,2020-12-05 15:20:14,2020-12-05 15:20:14,Customers End,Myers,2020-12-05 19:44:10,Completed,Closed
5315,AXA-20201224-6416-MAC,CH05,Spreadweb,NGS015,2020-12-24 08:10:32,2020-12-24 08:10:32,2020-12-24 08:10:32,Line damage,Amelia,2020-12-24 11:53:12,Completed,Closed
5316,AXA-20201205-6417-HSE,CH04,BetSan,NGS017,2020-12-05 09:21:50,2020-12-05 09:21:50,2020-12-05 09:21:50,Customers End,John,2020-12-05 14:35:18,Completed,Closed
5317,AXA-20201208-6418-WiFi3,CH02,Transnational,NGS001,2020-12-08 12:39:48,2020-12-08 12:39:48,2020-12-08 12:39:48,Customers End,Sekina,2020-12-08 16:16:39,Completed,Closed
5318,AXA-20201207-6419-CBS,CH02,NTAS,NGS024,2020-12-07 14:09:16,2020-12-07 14:09:16,2020-12-07 14:09:16,Routine Service,Atiku,2020-12-07 19:47:09,Completed,Closed
5319,AXA-20201227-6420-HSE,CH04,BetSan,NGS015,2020-12-27 08:25:42,2020-12-27 08:25:42,2020-12-27 08:25:42,Line damage,Habeeb,2020-12-27 12:49:04,Completed,Closed
5321,AXA-20201209-6422-C95,CH05,ShopLite,NGS006,2020-12-09 15:42:35,2020-12-09 15:42:35,2020-12-09 15:42:35,Unknown,Habeeb,2020-12-09 21:24:00,Completed,Closed
5322,AXA-20201212-6423-EVOICE,CH04,Cejex,NGS023,2020-12-12 13:07:02,2020-12-12 13:07:02,2020-12-12 13:07:02,Line damage,Kingsley,2020-12-12 18:43:33,Completed,Closed
5323,AXA-20201209-6424-WiFi3,CH03,WetinLas,NGS020,2020-12-09 14:06:31,2020-12-09 14:06:31,2020-12-09 14:06:31,Routine Service,Atiku,2020-12-09 19:52:23,Completed,Closed
5324,AXA-20201226-6425-WiFi3,CH05,Nabett,NGS035,2020-12-26 12:06:07,2020-12-26 12:06:07,2020-12-26 12:06:07,Line damage,Jonathan,2020-12-26 17:43:43,Completed,Closed
5325,AXA-20201208-6426-EVOICE,CH02,BetSan,NGS018,2020-12-08 15:08:11,2020-12-08 15:08:11,2020-12-08 15:08:11,Customers End,Brenda,2020-12-08 20:25:22,Completed,Closed
